X1 ,X2,X3,Y
115,593,770,52510150
247,394,155,15084290
978,353,909,313817706
249,982,463,113211834
634,694,249,109559004
790,72,896,50964480
8,39,589,183768
853,582,99,49148154
1000,617,399,246183000
690,606,662,276808680
903,146,750,98878500
881,799,612,430798428
179,450,269,21667950
708,331,603,141311844
463,830,593,227883970
690,832,195,111945600
776,593,93,42795624
141,968,813,110964744
531,601,893,284983983
913,29,221,5851417
229,160,38,1392320
910,679,421,260131690
126,922,370,42983640
584,196,441,50478624
480,903,618,267865920
6,737,980,4333560
327,275,246,22121550
974,774,121,91218996
372,544,76,15379968
524,80,984,41249280
224,996,222,49529088
462,569,386,101470908
710,375,783,208473750
654,293,126,24144372
924,184,793,134822688
460,954,209,91717560
585,336,169,33218640
852,373,998,317160408
323,315,71,7223895
851,510,112,48609120
643,351,593,133835949
760,117,368,32722560
164,82,439,5903672
923,124,241,27582932
324,10,788,2553120
734,831,598,364752492
780,540,331,139417200
47,346,367,5968154
536,487,915,238844280
938,554,298,154856296
67,296,498,9876336
237,428,804,81554544
504,268,895,120889440
295,132,786,30606840
985,100,500,49250000
470,909,419,179009370
552,234,992,128134656
285,371,848,89663280
759,976,911,674854224
781,801,913,571155453
953,327,967,301347177
381,960,82,29992320
35,387,303,4104135
383,82,772,24245432
4,625,297,742500
65,738,825,39575250
78,871,703,47760414
824,38,826,25863712
642,89,49,2799762
864,251,852,184768128
222,333,68,5026968
540,34,824,15128640
856,25,917,19623800
362,533,995,191981270
203,483,568,55691832
613,465,132,37625940
640,957,468,286640640
676,513,127,44042076
406,786,464,148069824
731,901,578,380688718
602,80,252,12136320
672,679,723,329896224
464,933,417,180524304
764,435,629,209041860
708,484,141,48316752
404,303,922,112863864
573,911,851,444224553
205,172,168,5923680
259,242,447,28017066
238,755,796,143033240
137,243,837,27864567
507,882,368,164560032
979,988,128,123808256
925,32,951,28149600
808,497,338,135732688
531,630,206,68913180
414,507,408,85638384
634,407,382,98570516
868,788,47,32147248
33,8,847,223608
755,496,142,53176160
163,89,964,13984748
264,922,372,90547776
406,566,247,56759612
103,697,733,52622803
104,350,612,22276800
569,74,471,19831926
966,694,202,135421608
520,217,710,80116400
348,726,936,236478528
59,683,881,35501657
76,618,410,19256880
987,866,722,617123724
105,367,962,37070670
918,620,657,373938120
732,243,866,154040616
509,577,684,200886012
557,848,707,333941552
99,378,286,10702692
231,628,57,8268876
222,30,483,3216780
809,83,166,11146402
660,613,875,354007500
339,961,228,74277612
994,381,474,179510436
321,382,208,25505376
793,651,828,427449204
628,588,249,91946736
817,772,227,143174348
119,940,355,39710300
365,436,273,43445220
125,390,379,18476250
704,688,396,191803392
137,918,387,48671442
319,642,373,76389654
822,758,985,613729860
185,599,160,17730400
935,397,700,259836500
572,146,106,8852272
179,576,634,65367936
854,215,480,88132800
153,404,320,19779840
118,710,69,5780820
596,907,408,220553376
691,242,868,145148696
219,379,995,82585995
63,203,185,2365965
949,324,233,71641908
249,407,274,27767982
69,437,62,1869486
651,222,705,101888010
333,45,656,9830160
577,129,560,41682480
527,510,925,248612250
715,791,12,6786780
349,201,678,47561022
958,720,248,171060480
453,762,684,236107224
360,337,894,108460080
88,526,743,34391984
62,535,467,15490390
303,539,951,155314467
809,967,587,459211861
635,268,620,105511600
8,496,101,400768
547,231,166,20975262
805,635,612,312839100
588,939,431,237968892
482,628,737,223086952
686,502,19,6543068
414,781,745,240883830
474,943,747,333895554
477,999,693,330230439
690,368,941,238938720
5,284,871,1236820
424,981,436,181351584
917,213,10,1953210
790,541,797,340629830
712,759,889,480422712
702,974,10,6837480
290,924,19,5091240
418,532,912,202806912
466,220,692,70943840
948,940,125,111390000
67,653,498,21787998
27,215,30,174150
264,453,626,74864592
654,161,582,61281108
166,460,784,59866240
200,345,619,42711000
327,837,603,165040497
318,207,844,55557144
600,482,149,43090800
236,482,629,71550008
176,681,684,81981504
634,677,978,419775204
567,939,353,187941789
754,393,692,205054824
549,112,654,40213152
342,832,739,210278016
211,325,278,19063850
224,476,254,27082496
941,353,929,308588717
306,848,747,193837536
156,517,285,22985820
644,681,287,125867868
423,895,544,205950240
626,673,711,299542878
113,637,5,359905
302,893,673,181498678
311,450,293,41005350
472,271,107,13686584
518,529,351,96181722
163,57,802,7451382
860,887,243,185365260
328,922,945,285783120
950,290,602,165851000
905,275,258,64209750
274,636,813,141676632
199,887,214,37773782
5,401,418,838090
102,852,942,81863568
751,813,790,482344770
513,800,795,326268000
668,443,947,280240028
346,485,156,26178360
600,782,827,388028400
901,207,334,62293338
968,351,964,327536352
16,258,984,4061952
745,426,625,198356250
207,615,73,9293265
919,558,319,163583838
686,883,78,47247564
425,550,656,153340000
236,776,60,10988160
42,899,442,16689036
524,991,204,105933936
473,91,828,35639604
434,566,783,192339252
458,673,474,146102916
567,705,391,156296385
188,881,952,157677856
876,745,336,219280320
796,167,649,86272868
963,764,476,350208432
587,357,35,7334565
546,258,336,47331648
345,360,210,26082000
564,755,236,100493520
546,598,121,39507468
272,884,120,28853760
249,633,612,96461604
585,651,974,370933290
444,585,770,199999800
285,650,71,13152750
877,184,960,154913280
932,743,737,510354812
230,449,70,7228900
172,450,207,16021800
909,719,18,11764278
320,14,530,2374400
329,21,697,4815573
199,219,555,24187455
702,322,807,182417508
740,199,392,57725920
390,54,392,8255520
536,680,587,213949760
15,576,431,3723840
354,767,395,107249610
76,798,387,23470776
963,898,375,324290250
784,328,730,187720960
596,322,947,181740664
316,110,180,6256800
489,561,164,44989956
498,520,486,125854560
981,507,691,343680597
713,198,612,86398488
236,88,826,17154368
601,173,157,16323761
965,848,231,189031920
813,597,33,16016913
19,256,594,2889216
320,373,690,82358400
333,681,754,170986842
732,23,296,4983456
969,528,475,243025200
782,16,46,575552
13,381,411,2035683
833,832,759,526029504
289,742,579,124159602
599,775,500,232112500
502,360,888,160479360
744,129,287,27545112
114,739,232,19545072
919,34,603,18841338
595,295,578,101453450
997,660,603,396786060
691,255,10,1762050
924,543,820,411420240
892,881,540,424360080
473,40,520,9838400
3,494,582,862524
915,33,686,20713770
968,350,535,181258000
599,902,552,298244496
349,805,192,53941440
38,956,326,11842928
33,4,693,91476
703,953,11,7369549
401,185,590,43769150
612,661,827,334547964
376,97,63,2297736
64,686,42,1843968
135,577,916,71351820
672,797,530,283859520
238,605,549,79050510
532,722,419,160939576
723,496,543,194724144
210,757,169,26865930
709,983,653,455106391
136,732,879,87506208
579,463,247,66215019
964,51,206,10127784
606,443,835,224162430
210,527,717,79350390
226,801,364,65893464
804,501,217,87408468
123,668,523,42971772
1000,166,772,128152000
955,671,680,435747400
494,790,540,210740400
629,952,681,407788248
430,370,831,132212100
727,922,254,170254676
36,767,177,4887324
308,526,684,110813472
836,635,866,459724760
767,130,251,25027210
708,938,77,51136008
818,235,582,111877860
305,742,779,176295490
631,918,650,376517700
99,709,507,35586837
737,264,886,172387248
872,795,620,429808800
309,758,970,227195340
304,654,113,22466208
113,254,462,13260324
114,200,437,9963600
85,112,332,3160640
820,648,614,326255040
908,735,629,419782020
564,75,465,19669500
701,71,831,41359701
364,61,973,21604492
774,593,36,16523352
703,624,879,385592688
729,1000,687,500823000
720,470,992,335692800
359,287,995,102517835
582,562,543,177606612
801,94,649,48865806
150,517,664,51493200
279,27,490,3691170
301,706,614,130478684
798,100,495,39501000
807,724,841,491369388
648,841,580,316081440
124,825,647,66188100
840,196,802,132041280
411,835,779,267341115
774,676,195,102028680
712,590,919,386053520
571,493,888,249974664
994,62,701,43201228
587,851,587,293228219
742,428,813,258189288
725,3,360,783000
909,197,310,55512630
296,568,236,39678208
411,543,356,79449588
158,89,69,970278
594,179,900,95693400
753,505,990,376462350
781,355,714,197960070
361,979,535,189079165
455,933,324,137542860
249,598,855,127311210
78,731,890,50746020
482,826,50,19906600
893,441,452,178003476
876,79,311,21522444
849,266,553,124886202
691,193,391,52144933
306,976,678,202488768
285,768,659,144241920
279,650,163,29560050
209,868,503,91250236
147,461,613,41541171
56,444,815,20264160
598,85,710,36089300
111,787,401,35030157
797,114,174,15809292
918,780,541,387377640
220,136,767,22948640
632,537,67,22738728
621,217,832,112117824
261,649,982,166339998
510,890,42,19063800
120,841,549,55405080
411,171,758,53272998
7,945,379,2507085
566,629,492,175158888
98,631,966,59735508
492,188,727,67244592
93,345,646,20726910
699,28,476,9316272
559,971,157,85217873
568,237,77,10365432
360,554,335,66812400
699,361,620,156450180
826,518,560,239606080
282,801,116,26202312
119,660,682,53564280
618,761,355,166955790
808,439,975,345844200
379,762,533,153929334
938,363,72,24515568
911,939,408,349015032
726,51,353,13070178
211,196,304,12572224
879,394,823,285026298
968,746,665,480215120
287,890,180,45977400
533,841,259,116097527
303,626,47,8914866
888,379,484,162891168
512,301,704,108494848
831,252,212,44395344
212,426,123,11108376
691,831,105,60293205
804,93,404,30207888
245,145,352,12504800
298,659,48,9426336
871,175,487,74230975
86,608,86,4496768
414,636,177,46604808
227,538,447,54590322
253,934,405,95702310
332,977,241,78171724
992,986,500,489056000
1,895,306,273870
720,30,889,19202400
156,263,792,32494176
220,803,911,160937260
158,747,978,115429428
79,626,579,28633866
330,971,521,166944030
246,144,252,8926848
883,385,850,288961750
516,95,465,22794300
163,96,964,15084672
455,564,911,233780820
546,379,456,94361904
544,635,906,312968640
146,752,610,66973120
310,395,622,76163900
874,945,984,812715120
950,213,436,88224600
432,118,763,38894688
433,80,812,28127680
596,914,846,460853424
482,255,248,30481680
174,332,735,42459480
130,569,816,60359520
469,796,328,122450272
149,74,950,10474700
244,775,95,17964500
828,98,614,49822416
466,747,509,177183918
11,516,185,1050060
795,181,912,131232240
76,986,642,48108912
193,186,650,23333700
116,615,706,50366040
578,124,511,36624392
346,585,517,104645970
908,597,104,56375904
120,684,206,16908480
342,337,754,86901516
577,31,517,9247579
847,397,538,180907342
782,334,445,116228660
613,309,277,52468509
415,314,982,127964420
483,350,172,29076600
16,717,588,6745536
236,295,609,42398580
687,487,304,101708976
341,111,978,37018278
637,98,335,20912710
176,475,729,60944400
972,604,859,504308592
93,135,300,3766500
266,647,323,55588946
539,968,704,367313408
42,701,530,15604260
714,481,611,209838174
506,931,590,277940740
173,93,659,10602651
853,938,828,662494392
751,48,550,19826400
140,730,729,74503800
816,395,472,152135040
878,496,88,38322944
351,852,199,59511348
994,977,347,336984886
759,840,768,489646080
362,778,458,128989288
402,25,550,5527500
807,96,433,33545376
802,850,3,2045100
65,947,333,20497815
748,928,474,329024256
124,965,124,14837840
791,961,568,431765768
11,336,858,3171168
543,334,924,167578488
918,901,677,559958886
863,357,29,8934639
445,684,340,103489200
122,122,267,3974028
158,125,825,16293750
588,383,902,203134008
966,118,775,88340700
72,790,824,46869120
237,257,118,7187262
80,448,173,6200320
848,490,51,21191520
140,828,506,58655520
14,373,75,391650
889,274,784,190971424
511,371,160,30332960
229,753,23,3966051
776,258,676,135340608
254,325,587,48456850
419,671,658,184996042
787,886,122,85068404
308,560,237,40877760
377,174,335,21975330
158,206,535,17413180
313,146,913,41722274
616,695,267,114308040
620,438,735,199596600
540,183,454,44864280
166,724,706,84849904
371,830,727,223865110
928,558,970,502289280
591,233,124,17075172
950,346,576,189331200
956,735,860,604287600
416,236,804,78933504
432,476,831,170880192
66,620,765,31303800
54,641,484,16753176
829,922,624,476946912
278,12,783,2612088
750,245,477,87648750
52,774,412,16582176
375,944,988,349752000
329,931,25,7657475
394,375,300,44325000
183,32,997,5838432
647,47,61,1854949
939,192,173,31189824
816,713,67,38981136
56,884,820,40593280
902,911,742,609717724
690,457,914,288211620
415,904,677,253983320
936,647,201,121723992
812,209,261,44293788
8,736,899,5293312
660,25,550,9075000
598,830,356,176697040
972,789,852,653405616
142,829,237,27899166
618,55,829,28177710
505,299,538,81235310
882,2,976,1721664
456,744,546,185238144
999,71,756,53622324
956,522,645,321875640
928,449,643,267920096
537,285,763,116773335
48,154,228,1685376
243,288,364,25474176
980,816,679,542982720
555,288,73,11668320
725,759,669,368133975
935,689,361,232561615
906,897,65,52824330
953,304,214,61998368
733,439,379,121957273
418,555,246,57069540
460,452,592,123088640
115,576,178,11790720
896,196,58,10185728
197,401,453,35785641
311,369,293,33624387
913,316,843,243212244
930,502,634,295989240
327,468,678,103758408
54,357,772,14882616
530,541,986,282715780
758,85,385,24805550
583,288,735,123409440
375,906,352,119592000
295,509,185,27778675
615,299,320,58843200
229,385,957,84373905
805,824,60,39799200
385,123,83,3930465
355,638,348,78818520
169,925,945,147727125
23,492,957,10829412
271,339,818,75148842
294,180,719,38049480
832,353,286,83997056
200,356,514,36596800
505,669,589,198990705
51,104,862,4572048
687,244,23,3855444
180,524,301,28390320
632,302,690,131696160
132,865,836,95454480
944,795,285,213886800
943,992,872,815717632
923,837,470,363098970
595,796,515,243914300
290,583,526,88930820
499,361,793,142850227
318,869,516,142592472
555,368,488,99669120
110,37,220,895400
956,192,797,146290944
155,599,369,34259805
608,146,240,21304320
551,280,740,114167200
456,205,6,560880
476,653,452,140494256
255,322,155,12727050
756,155,439,51442020
955,698,453,301965270
398,587,516,120551016
841,429,659,237759951
676,548,584,216341632
521,787,446,182872042
178,940,116,19409120
265,82,879,19100670
473,436,524,108063472
525,13,413,2818725
804,268,992,213748224
265,254,492,33116520
954,749,290,207218340
386,950,774,283825800
519,376,838,163530672
943,198,691,129019374
740,498,140,51592800
690,411,99,28075410
644,846,616,335611584
507,278,667,94010982
844,440,213,79099680
421,163,971,66632933
941,542,564,287652408
899,580,497,259145740
496,484,175,42011200
639,879,916,514499796
596,411,790,193515240
63,876,914,50441832
888,840,771,575104320
964,854,996,819962976
569,504,550,157726800
538,204,655,71887560
962,303,907,264377802
196,743,599,87231172
605,601,895,325426475
43,74,762,2424684
82,125,89,912250
181,433,173,13558529
102,980,211,21091560
17,647,26,285974
262,86,788,17755216
954,458,212,92629584
785,753,943,557412015
103,596,978,60037464
739,22,493,8015194
748,72,3,161568
144,244,384,13492224
882,1000,695,612990000
448,266,759,90448512
367,677,547,135907073
690,650,744,333684000
864,934,496,400260096
202,409,660,54527880
440,918,723,292034160
688,571,339,133175472
878,676,615,365019720
897,73,201,13161681
623,571,473,168261709
740,264,376,73455360
163,660,524,56371920
199,399,528,41923728
380,921,531,185839380
843,641,194,104830422
880,748,552,363348480
894,556,862,428469168
293,981,935,268749855
971,582,423,239046606
543,549,689,205395723
758,98,906,67301304
820,501,141,57925620
311,311,812,78537452
804,821,988,652162992
429,832,184,65674752
784,760,245,145980800
303,483,155,22684095
762,493,943,354253038
987,592,703,410765712
508,756,134,51462432
333,593,47,9281043
158,973,341,52423294
802,469,170,63943460
252,889,636,142481808
883,935,105,86688525
795,604,279,133970220
280,70,930,18228000
104,743,676,52235872
920,914,765,643273200
144,11,55,87120
472,554,647,169182736
202,963,964,187523064
534,49,143,3741738
656,431,934,264075424
939,203,672,128094624
591,678,13,5209074
272,329,714,63894432
719,250,686,123308500
794,993,847,667810374
254,356,229,20707096
942,164,459,70909992
524,255,795,106227900
667,13,792,6867432
685,63,345,14888475
351,234,35,2874690
281,507,870,123946290
11,150,229,377850
176,724,759,96714816
537,584,865,271270920
854,268,659,150826648
69,626,912,39392928
526,80,705,29666400
6,876,590,3101040
506,476,100,24085600
462,983,979,444608934
715,81,887,51370605
65,853,829,45963905
930,280,474,123429600
612,154,575,54192600
750,462,304,105336000
874,595,450,234013500
725,483,659,230765325
187,660,647,79852740
891,490,156,68108040
573,458,618,162184212
107,134,530,7599140
866,711,290,178560540
570,368,58,12166080
54,378,843,17207316
531,979,753,391446297
367,81,176,5231952
296,291,533,45910488
562,804,214,96695472
859,481,29,11982191
290,585,462,78378300
761,629,67,32070823
482,226,540,58823280
917,900,780,643734000
348,584,499,101412768
783,174,318,43324956
360,13,897,4197960
98,644,273,17229576
122,48,400,2342400
91,512,614,28607488
972,898,174,151876944
938,538,738,372427272
351,734,874,225172116
198,896,333,59076864
939,993,735,685333845
906,66,967,57822732
486,493,451,108058698
485,821,235,93573475
353,621,739,161998407
419,389,877,142943107
458,583,697,186108758
681,643,577,252658491
544,475,886,228942400
20,682,391,5333240
308,440,248,33608960
522,104,60,3257280
62,674,967,40408996
323,889,437,125483239
52,369,809,15523092
186,390,158,11461320
344,8,724,1992448
200,711,624,88732800
336,694,615,143408160
298,375,398,44476500
289,1000,122,35258000
295,932,242,66535480
941,49,284,13094956
201,52,208,2174016
754,183,909,125425638
890,119,568,60156880
997,380,397,150407420
759,866,403,264889482
672,869,61,35622048
65,368,870,20810400
981,286,279,78277914
478,109,381,19850862
137,141,14,270438
510,527,734,197277180
616,50,318,9794400
673,766,310,159810580
655,871,349,199106245
260,37,861,8282820
316,755,907,216392060
443,536,345,81919560
749,263,294,57914178
564,70,944,37269120
391,356,477,66396492
396,837,415,137552580
911,272,9,2230128
201,395,83,6589785
79,323,921,23501157
934,985,919,845470810
967,917,809,717371851
280,278,600,46704000
539,949,786,402047646
368,11,303,1226544
812,696,595,336265440
772,291,227,50996004
948,564,406,217076832
684,285,190,37038600
749,630,603,284537610
461,930,223,95606790
598,23,198,2723292
373,156,100,5818800
526,396,18,3749328
783,39,455,13894335
738,842,366,227430936
946,395,582,217475940
881,886,183,142843578
517,267,702,96903378
795,469,12,4474260
701,292,111,22720812
605,75,691,31354125
528,99,510,26658720
44,550,176,4259200
224,761,497,84720608
964,365,736,258968960
496,728,786,283815168
853,9,673,5166621
940,16,571,8587840
557,527,761,223383179
163,203,527,17437903
478,955,336,153380640
710,128,41,3726080
95,252,562,13454280
637,956,656,399485632
305,357,809,88087965
819,112,782,71731296
983,591,615,357286095
811,586,245,116435270
796,531,313,132297588
479,848,210,85300320
725,128,37,3433600
657,26,112,1913184
347,617,745,159503755
825,573,368,173962800
890,843,615,461416050
342,374,204,26093232
490,485,805,191308250
743,928,481,331651424
250,779,353,68746750
361,447,934,150716778
233,531,598,73986354
54,285,21,323190
807,368,879,261041904
619,96,728,43260672
813,906,334,246017052
22,289,218,1386044
395,10,444,1753800
426,68,762,22073616
953,49,168,7845096
69,449,744,23049864
44,913,666,26754552
577,936,673,363468456
213,54,537,6176574
546,389,741,157383954
325,233,770,58308250
147,903,616,81768456
2,104,301,62608
560,1,727,407120
275,478,861,113178450
811,713,315,182146545
505,790,408,162771600
475,402,789,150659550
866,839,595,432311530
545,480,174,45518400
743,406,935,282050230
262,5,705,923550
483,435,678,142451190
169,233,831,32722287
285,807,694,159616530
991,266,735,193750410
791,922,367,267653834
257,602,49,7580986
907,72,55,3591720
592,164,71,6893248
16,528,540,4561920
346,670,957,221851740
994,331,647,212872058
224,410,497,45644480
33,827,143,3902613
287,249,739,52811157
200,834,215,35862000
935,45,975,41023125
995,938,351,327591810
904,659,882,525439152
272,417,42,4763808
186,465,349,30185010
93,46,292,1249176
392,374,711,104238288
483,552,15,3999240
542,9,58,282924
992,448,481,213764096
308,830,103,26330920
189,405,344,26331480
691,836,481,277862156
314,856,997,267977648
141,947,293,39123411
934,813,761,577859262
587,627,332,122192268
737,158,536,62415056
642,581,598,223055196
524,289,222,33618792
612,703,70,30116520
46,72,902,2987424
870,317,959,264482610
275,65,988,17660500
18,140,468,1179360
181,849,916,140760804
859,447,132,50684436
92,452,455,18920720
335,906,499,151451490
916,860,328,258385280
214,822,132,23219856
349,827,333,96111459
694,149,259,26782154
280,340,119,11328800
212,172,306,11157984
22,705,44,682440
833,227,311,58807301
526,893,610,286527980
586,158,872,80736736
452,73,275,9073900
365,551,534,107395410
967,159,75,11531475
875,857,657,492667875
631,988,545,339768260
646,256,731,120889856
466,578,369,99389412
625,745,186,86606250
252,177,361,16102044
349,116,749,30322516
934,17,882,14004396
895,979,220,192765100
318,950,425,128392500
823,461,200,75880600
79,474,289,10821894
514,956,425,208838200
821,696,59,33713544
807,390,421,132501330
5,593,979,2902735
159,936,243,36164232
565,517,210,61342050
696,702,54,26383968
705,605,600,255915000
545,802,294,128504460
727,241,337,59044759
136,261,439,15582744
471,434,678,138592692
449,400,944,169542400
748,994,505,375473560
78,517,233,9395958
358,931,891,296968518
361,782,643,181520186
821,805,261,172496205
475,484,219,50348100
127,837,899,95562801
691,379,701,183584189
570,61,810,28163700
966,653,418,263673564
1,940,326,306440
780,758,714,422145360
808,414,118,39472416
204,811,892,147576048
366,890,484,157658160
511,293,192,28746816
680,862,20,11723200
364,444,776,125414016
808,386,627,195553776
368,503,793,146787472
640,552,289,102097920
254,512,129,16776192
258,315,843,68510610
101,205,102,2111910
731,812,461,273636692
962,262,212,53433328
698,662,114,52676664
856,955,764,624554720
168,437,149,10938984
801,193,86,13294998
422,678,809,231467844
194,864,601,100737216
724,374,482,130514032
196,901,252,44502192
301,785,753,177922605
930,444,555,229170600
747,539,226,90995058
89,770,544,37280320
817,258,477,100544922
717,519,870,323747010
384,512,908,178520064
239,902,977,210619706
391,609,55,13096545
181,302,333,18202446
188,56,956,10064768
436,577,336,84528192
354,457,587,94963686
198,685,14,1898820
144,594,887,75870432
611,376,605,138990280
411,57,552,12931704
520,131,402,27384240
283,108,155,4737420
503,705,716,253904340
902,104,757,71012656
645,151,548,53372460
681,615,802,335889630
124,119,803,11849068
412,839,415,143452220
853,557,26,12353146
952,916,741,646175712
758,715,359,194567230
324,886,434,124585776
487,845,165,67899975
78,813,923,58531122
665,843,370,207420150
985,597,676,397518420
535,279,125,18658125
123,593,555,40481145
208,816,17,2885376
717,786,214,120602268
322,39,471,5914818
225,797,595,106698375
100,650,491,31915000
222,77,949,16222206
347,71,936,23060232
558,722,654,263480904
620,744,376,173441280
759,12,282,2568456
776,9,180,1257120
549,589,870,281324070
860,931,757,606099620
98,944,295,27291040
281,651,970,177443070
762,820,302,188701680
789,755,741,441409995
753,254,459,87789258
485,390,695,131459250
651,622,548,221897256
681,388,776,205040928
429,806,407,140730018
44,129,99,561924
798,703,178,99856932
1000,519,36,18684000
735,128,101,9502080
408,450,168,30844800
560,666,37,13799520
750,316,318,75366000
769,795,983,600961965
620,242,300,45012000
929,144,522,69831072
337,892,130,39078520
923,405,517,193262355
708,669,451,213617052
386,263,643,65276074
906,801,902,654586812
452,432,392,76543488
549,965,938,496938330
313,271,592,50215216
574,354,809,164385564
302,279,295,24856110
801,730,574,335635020
244,973,112,26590144
677,968,32,20970752
647,465,442,132977910
156,758,928,109734144
499,57,501,14249943
714,741,4,2116296
635,910,76,43916600
892,676,493,297275056
733,825,872,527320200
57,495,264,7448760
200,325,106,6890000
687,870,691,413003790
1000,938,49,45962000
63,500,149,4693500
984,290,95,27109200
739,944,603,420662448
572,411,163,38319996
93,205,67,1277355
580,824,60,28675200
169,362,584,35727952
819,509,812,338499252
461,202,302,28122844
413,942,76,29567496
32,10,774,247680
659,302,506,100703108
68,840,903,51579360
281,998,633,177517254
18,975,903,15847650
266,729,5,969570
5,817,523,2136455
315,471,41,6082965
463,466,116,25027928
941,912,789,677113488
833,854,391,278150362
895,237,161,34150515
37,183,52,352092
782,10,154,1204280
917,327,952,285465768
859,195,145,24288225
500,499,822,205089000
370,271,908,91045160
502,721,517,187124014
220,48,658,6948480
369,215,399,31654665
706,995,392,275368240
101,69,250,1742250
890,5,375,1668750
4,302,191,230728
145,795,651,75044025
450,695,991,309935250
18,602,209,2264724
539,563,735,223040895
134,644,190,16396240
823,468,237,91283868
241,755,928,168854240
805,378,159,48382110
70,332,366,8505840
813,945,561,431007885
819,574,310,145732860
35,848,319,9467920
736,851,611,382691296
978,169,694,114705708
434,309,649,87034794
132,966,515,65668680
98,753,614,45309516
967,74,694,49661252
371,865,439,140881685
727,787,805,460579945
412,846,149,51934248
522,838,114,49867704
103,283,922,26875378
554,203,824,92668688
922,442,583,237586492
218,918,455,91056420
648,902,688,402133248
848,603,903,461743632
356,599,670,142873480
28,832,711,16563456
655,510,320,106896000
778,80,100,6224000
507,652,39,12891996
289,671,214,41498666
421,832,53,18564416
997,917,620,566834380
337,825,628,174599700
260,216,519,29147040
865,612,97,51349860
873,931,111,90216693
934,122,969,110415612
111,157,266,4635582
702,156,526,57603312
809,75,219,13287825
185,50,953,8815250
573,593,410,139313490
804,897,221,159382548
738,309,148,33750216
507,447,230,52124670
596,656,567,221683392
621,430,374,99869220
840,434,650,236964000
871,322,513,143877006
131,416,233,12697568
612,585,460,164689200
489,943,147,67785669
392,482,592,111854848
866,891,178,137345868
914,910,251,208766740
265,382,213,21561990
227,200,176,7990400
116,546,699,44271864
693,925,847,542948175
826,634,724,379147216
931,807,757,568746969
376,904,816,277361664
550,255,335,46983750
720,660,980,465696000
254,496,844,106330496
814,424,574,198108064
465,806,475,178025250
436,189,591,48700764
587,884,756,392294448
17,389,570,3769410
177,275,390,18983250
54,786,724,30729456
291,980,612,174530160
615,823,697,352783065
213,199,99,4196313
743,346,498,128024844
75,212,818,13006200
239,367,870,76310310
461,813,945,354179385
560,252,691,97513920
842,850,320,229024000
445,348,606,93845160
301,913,31,8519203
49,324,147,2333772
561,227,641,81629427
639,955,287,175140315
481,804,287,110989788
95,515,364,17808700
471,386,226,41088156
682,892,762,463558128
100,973,644,62661200
599,530,634,201275980
541,48,284,7374912
49,291,865,12334035
745,718,331,177055210
944,73,804,55405248
912,89,918,74512224
297,690,276,56560680
794,739,759,445355394
7,341,975,2327325
513,98,440,22120560
16,141,540,1218240
775,513,143,56853225
834,334,848,236215488
750,646,576,279072000
774,107,815,67496670
341,455,853,132347215
216,428,274,25330752
455,16,799,5816720
404,909,608,223279488
104,256,704,18743296
566,786,255,113443380
711,814,690,399340260
640,956,63,38545920
246,858,271,57199428
759,55,432,18033840
244,910,570,126562800
204,174,527,18706392
33,506,374,6245052
704,484,347,118235392
918,506,715,332123220
35,558,149,2909970
39,843,831,27320787
683,51,371,12923043
570,335,273,52129350
755,490,231,85458450
369,740,879,240019740
931,800,302,224929600
127,413,789,41383839
379,144,704,38421504
687,419,404,116292612
267,524,280,39174240
106,877,688,63957856
96,228,339,7420032
755,370,36,10056600
89,18,347,555894
954,373,359,127747278
919,213,931,182240457
442,12,874,4635696
251,81,97,1972107
144,919,506,66962016
704,520,567,207567360
496,533,380,100459840
67,556,102,3799704
637,872,38,21107632
344,298,919,94208528
697,16,32,356864
74,857,824,52256432
701,977,587,402022799
26,108,772,2167776
672,12,247,1991808
431,843,351,127529883
546,595,342,111105540
765,831,519,329936085
399,311,497,61672233
745,409,389,118530245
988,488,749,361125856
462,112,920,47604480
124,561,979,68103156
484,880,289,123090880
48,49,452,1063104
648,741,108,51858144
692,221,924,141309168
889,536,814,387874256
672,230,993,153478080
265,128,398,13500160
717,536,14,5380368
947,731,682,472119274
103,23,775,1835975
629,608,517,197717344
815,276,683,153634020
723,547,918,363051558
479,638,170,51952340
604,945,238,135845640
42,5,824,173040
789,493,375,145866375
226,162,261,9555732
786,556,223,97454568
431,46,365,7236490
181,866,65,10188490
340,450,902,138006000
302,614,512,94939136
843,64,81,4370112
248,212,120,6309120
376,542,435,88649520
997,866,763,658775726
193,899,407,70617349
298,37,818,9019268
271,634,288,49482432
430,338,528,76739520
328,755,304,75282560
387,915,567,200777535
642,929,468,279123624
37,784,187,5424496
303,576,164,28622592
692,89,928,57153664
183,953,91,15870309
200,529,230,24334000
590,764,372,167682720
746,239,719,128193386
748,483,266,96101544
817,370,753,227624370
326,878,860,246156080
938,586,418,229761224
248,144,442,15784704
208,586,66,8044608
326,647,507,106937454
269,53,935,13330295
167,721,681,81997167
70,412,471,13583640
123,701,207,17848161
794,761,451,272509534
231,560,450,58212000
830,136,84,9481920
894,375,804,269541000
278,342,277,26336052
556,119,792,52401888
79,47,784,2910992
296,4,548,648832
284,697,42,8313816
528,970,958,490649280
857,319,926,253152658
119,538,411,26313042
984,771,725,550031400
42,902,342,12956328
359,587,840,177015720
281,982,521,143765782
348,292,754,76618464
851,235,986,197185210
164,869,66,9406056
94,121,754,8575996
